DATE,Value,Quality,Momentum
2011-01-06,-0.0042,0.0249,0.0182
2011-01-07,-0.0089,0.0268,0.002
2011-01-08,-0.0236,0.033,-0.0027
2011-01-09,-0.0173,0.0204,-0.024
2011-01-10,0.0011,-0.0216,-0.0139999999999999
2011-01-11,-0.0045,0.0186,0.0388
2011-01-12,0.0163,0.0098,0.0183
2012-01-01,-0.0097,-0.0200999999999999,-0.0801
2012-01-02,0.0043,-0.0048,-0.0026
2012-01-03,0.0113999999999999,-0.0054,0.0131
2012-01-04,-0.0078,0.013,0.0372
2012-01-05,-0.0107,0.0208,0.0644
2012-01-06,0.0062,-0.011,-0.011
2012-01-07,-0.0002,0.011,0.03
2012-01-08,0.013,-0.0133,-0.0235
2012-01-09,0.016,-0.0149,-0.0113
2012-01-10,0.0359,-0.0134,0.0005
2012-01-11,-0.0084,0.0060999999999999,0.0053
2012-01-12,0.0351,-0.0185,-0.0293
2013-01-01,0.0096,-0.0192999999999999,-0.0182
2013-01-02,0.0011,-0.0067,0.0123
2013-01-03,-0.0019,0.0013,0.0192
2013-01-04,0.0045,0.0027,0.0022
2013-01-05,0.0263,-0.0197,-0.0200999999999999
2013-01-06,0.0003,-0.0037,0.0043
2013-01-07,0.0056999999999999,-0.0135,0.0174
2013-01-08,-0.0269,0.0066,0.0004
2013-01-09,-0.0121999999999999,-0.0056999999999999,0.0302
2013-01-10,0.0125,0.0277,0.0002
2013-01-11,0.0032,0.0014,0.0039
2013-01-12,-0.0002,-0.0045,0.0002
2014-01-01,-0.0207,-0.0387,0.0161
2014-01-02,-0.0031,-0.0021,0.0213
2014-01-03,0.0493,0.0213,-0.0327
2014-01-04,0.0116999999999999,0.0347,-0.0382
2014-01-05,-0.0013,0.0006,0.0089
2014-01-06,-0.0069999999999999,-0.0187999999999999,0.0065
2014-01-07,0.0004,0.009,-0.0017
2014-01-08,-0.0045,-0.0064,0.0083
2014-01-09,-0.0135,0.0129,0.006
2014-01-10,-0.018,-0.0056,-0.0021
2014-01-11,-0.031,0.015,0.0069
2014-01-12,0.0227,-0.0121999999999999,0.0103
2015-01-01,-0.0359,0.0161,0.0374
2015-01-02,-0.0186,-0.0112,-0.031
2015-01-03,-0.0038,0.0009,0.027
2015-01-04,0.0182,0.0006,-0.0727
2015-01-05,-0.0115,-0.018,0.0567999999999999
2015-01-06,-0.0079,0.0044,0.0301
2015-01-07,-0.0412999999999999,0.003,0.0997
2015-01-08,0.0277,0.0068,-0.0216
2015-01-09,0.0056,0.0177,0.0524
2015-01-10,-0.0046,0.009,-0.0319
2015-01-11,-0.0042,-0.0274,0.0229
2015-01-12,-0.0260999999999999,0.005,0.0334
2016-01-01,0.0209,0.0281,0.016
2016-01-02,-0.0056999999999999,0.0325,-0.0435
2016-01-03,0.0118999999999999,0.0077,-0.0504
2016-01-04,0.0327999999999999,-0.0297,-0.0598
2016-01-05,-0.0166,-0.0109,0.0147
2016-01-06,-0.0148,0.0141,0.042
2016-01-07,-0.0132,0.0125,-0.0331
2016-01-08,0.0318,-0.0185,-0.0341
2016-01-09,-0.0124,-0.0220999999999999,0.0026
2016-01-10,0.0409,0.0093,0.0051
2016-01-11,0.0821,-0.0018,-0.0476999999999999
2016-01-12,0.0353,0.0121999999999999,-0.0027
2017-01-01,-0.0275,-0.005,-0.0093
2017-01-02,-0.0167,0.0046999999999999,-0.0151
2017-01-03,-0.0335,0.0060999999999999,-0.0097
2017-01-04,-0.0213,0.019,0.0048
2017-01-05,-0.0378,0.0095,0.015
2017-01-06,0.0148,-0.0222,-0.001
2017-01-07,-0.0031,-0.0067,0.0163
2017-01-08,-0.021,0.0015,0.0331
2017-01-09,0.0312,-0.015,-0.0135
2017-01-10,0.0019,0.0091,0.0421
2017-01-11,-0.0003,0.0319,-0.0093999999999999
2017-01-12,0.0006,0.0075,-0.0155
2018-01-01,-0.0128,-0.0075,0.0408
2018-01-02,-0.0104,0.0048,0.0368
2018-01-03,-0.002,-0.0042,-0.012
2018-01-04,0.0054,-0.0243999999999999,0.0045
2018-01-05,-0.0322,-0.0204999999999999,0.0391
2018-01-06,-0.0233,0.008,-0.0226
2018-01-07,0.0045,0.0155,-0.0143
2018-01-08,-0.04,-0.0031,0.053
2018-01-09,-0.0171,0.0063,-0.0008
2018-01-10,0.034,0.0095,-0.0206
2018-01-11,0.0028,-0.0055,-0.0139999999999999
2018-01-12,-0.0187999999999999,-0.0003,0.0176
2019-01-01,-0.0045,-0.0078,-0.0862
2019-01-02,-0.0271,0.0012,0.005
2019-01-03,-0.0412,0.0091,0.0224
2019-01-04,0.0216,0.0159,-0.0291
2019-01-05,-0.0237,-0.0046,0.0755
2019-01-06,-0.0069999999999999,0.009,-0.0224
2019-01-07,0.0046999999999999,-0.0007,0.0292
2019-01-08,-0.0479,0.0056,0.0751
2019-01-09,0.0677,0.0184,-0.0674
2019-01-10,-0.019,0.0043,0.0013
2019-01-11,-0.0199,-0.0163,-0.0254
2019-01-12,0.0178,-0.0002,-0.0222
2020-01-01,-0.0625,-0.012,0.0602
2020-01-02,-0.038,-0.0149,-0.0028
2020-01-03,-0.1388,-0.0156,0.0821
2020-01-04,-0.0134,0.0273,-0.0548
2020-01-05,-0.0484999999999999,0.0093,0.0016
2020-01-06,-0.0223,0.0013,-0.0083
2020-01-07,-0.0144,0.004,0.0771
2020-01-08,-0.0288,0.0433,0.0046
2020-01-09,-0.0265,-0.0128,0.0319
2020-01-10,0.0431,-0.0076,-0.0314
2020-01-11,0.0215,-0.0222,-0.1255
2020-01-12,-0.0134,-0.0187999999999999,-0.0237
2021-01-01,0.0285,-0.0392,0.0431
2021-01-02,0.071,0.0039,-0.079
2021-01-03,0.0727,0.0634,-0.0611
2021-01-04,-0.0095,0.0247,0.0123
2021-01-05,0.0713,0.024,0.0056
2021-01-06,-0.0775,-0.0204,0.0207
2021-01-07,-0.0181,0.0548,-0.0218
2021-01-08,-0.001,-0.0022,0.0263
2021-01-09,0.051,-0.0195,0.0139
2021-01-10,-0.0045,0.0172,0.0332
2021-01-11,-0.0040999999999999,0.0727,0.0096
2021-01-12,0.0322,0.0483,-0.0239
2022-01-01,0.128,0.0084,-0.0242
2022-01-02,0.031,-0.021,0.0166
2022-01-03,-0.0176,-0.015,0.0294
2022-01-04,0.0617,0.0347,0.05
2022-01-05,0.0859,0.017,0.0254
2022-01-06,-0.061,0.0174,0.0109
2022-01-07,-0.0403,0.0085,-0.0436
2022-01-08,0.0029,-0.0479,0.0185
2022-01-09,0.0002,-0.0146,0.0366999999999999
2022-01-10,0.0806,0.0331,0.039
2022-01-11,0.0141,0.0632,-0.017
2022-01-12,0.0134,0.0027,0.0491
2023-01-01,-0.04,-0.0242,-0.1617
2023-01-02,-0.0083,0.0103,0.0055
2023-01-03,-0.0886999999999999,0.0233,-0.0235
2023-01-04,-0.0005,0.0242,0.0176
2023-01-05,-0.0774,-0.0182,-0.0088
2023-01-06,-0.002,0.0227,-0.0269
2023-01-07,0.0411,-0.0056999999999999,-0.0406
2023-01-08,-0.0108,0.0342,0.0378
2023-01-09,0.0144999999999999,0.0185,0.0033
2023-01-10,0.0019,0.0247,0.0167
2023-01-11,0.0166,-0.0381,0.0256
2023-01-12,0.0492,-0.0304,-0.0553
2024-01-01,-0.0247,0.0066,0.0542
2024-01-02,-0.0352,-0.0197999999999999,0.049
2024-01-03,0.0421999999999999,0.0147,-0.0032
2024-01-04,-0.0052,0.0148,-0.0043
2024-01-05,-0.0167,0.0297,-0.0016
2024-01-06,-0.0331,0.0051,0.0085
2024-01-07,0.0574,0.0022,-0.0235
2024-01-08,-0.0113,0.0085,0.0481
2024-01-09,-0.0259,0.0004,-0.0062
2024-01-10,0.0089,-0.0138,0.03
2024-01-11,-0.0005,-0.0262,0.01
2024-01-12,-0.0295,0.0182,-0.003
